,standard-mu,standard-sigma,standard-tau,deviant-mu,deviant-sigma,deviant-tau
1,556.9630274,300.6093472,345.0785009,596.3769562,320.8360719,345.5964951
2,380.10759,45.83662104,198.1849924,417.9185921,95.83446283,238.9269962
3,268.2400822,34.01884874,161.8789976,309.6209705,78.43465444,177.3574468
4,345.1215464,22.4440436,280.7827394,402.5908326,119.2429144,280.4872924
5,356.5228036,30.89398293,171.3060734,431.601303,113.5685024,132.7413544
6,382.774171,69.91733675,187.3172417,425.9804368,97.02568719,182.59419
7,345.6104112,29.57653364,269.3691807,398.3121958,111.2294125,265.2306613
8,383.5358123,117.6832972,349.8568666,396.5559496,160.6048974,374.7543952
9,314.4968621,129.5806283,252.8516228,335.0751523,121.3660703,225.1601419
10,262.6365754,55.0038694,124.0901929,306.9680072,106.7988821,82.38537629
11,276.0535641,83.64933837,123.4429023,320.3252233,102.6317822,101.5345897
12,311.6310562,34.95746877,110.1464125,325.103993,63.0074186,102.1817213
13,323.4064048,84.88573856,207.8059608,306.3510296,113.371166,249.7378593
14,381.3978532,95.967758,265.7062255,429.0856092,116.2693468,242.2057294
15,91.66795761,101.3051044,142.3227688,84.09614705,100.9900709,153.8095133
16,402.6790032,44.30030515,138.3724254,455.5273965,79.84570501,102.8035387
17,376.2974681,53.73523721,128.6242826,379.2344476,75.23702237,165.4134397
18,487.2244535,121.4774086,246.8950624,533.2870645,164.5533272,220.8169355
19,461.6570226,162.3686134,287.2900602,441.615317,126.5381063,295.7832338
20,353.9954844,92.57568095,182.6386945,402.173601,113.3140798,158.467244
21,298.1784124,40.66959576,209.6385905,343.9382016,130.395777,208.2913066
22,335.090418,84.64204727,170.3597428,431.601347,122.4054982,91.53914886
23,316.1937535,93.79044402,187.4972047,337.2566796,32.30279885,198.9607117
24,274.1196918,74.18360543,193.1677741,225.101688,110.6834462,288.3944952
25,261.8907665,12.83350402,92.26792026,270.2262726,3.004103778,109.5647721
26,366.598119,124.085497,302.0297523,462.2372646,163.0358709,215.8595096
27,222.7273905,31.59407722,102.821047,276.5148083,67.35612959,78.14905727
28,328.7644921,52.62144446,182.8730918,342.5921597,85.31083624,177.9864118
29,279.1570858,41.72204874,225.7134376,356.6592313,107.889669,150.213903
30,793.444837,146.3161914,162.3366199,838.7816639,148.6081772,151.0268468
31,445.3897203,83.26867513,233.057502,446.7678166,33.98942498,227.5903924
32,268.0900056,63.53333526,154.7575219,280.5641286,66.78178894,176.4210566
33,373.0709424,88.95315271,128.3252062,401.8015884,109.1829981,111.8924414
34,290.2449869,56.54532207,132.695523,337.6273978,50.85963128,117.9429726
35,342.8428272,62.40089067,190.1200867,361.3108904,66.56590778,192.6543874
36,177.4319298,137.2137165,328.0847127,246.2856581,29.12915578,305.1958233
37,345.3621565,75.8673398,205.5271769,314.960612,119.4130069,240.1582692
38,326.2990783,57.21277021,149.8913979,364.4783248,95.15106533,131.897615
39,374.0214663,84.69156008,195.1614442,411.9072195,105.2505925,244.8927805
40,397.8521495,97.82874317,206.9589166,395.2754437,48.88139359,319.3654014
41,282.2728723,21.42802204,130.5268571,315.5470522,46.11440058,142.4088302
42,218.2216687,46.39422456,88.74750943,236.2221568,69.69326884,82.67874414
43,374.0232046,70.9922592,158.2193061,400.9148533,111.4259819,156.9674996
44,236.5969232,40.21586203,113.1736812,274.1049917,62.10123258,109.2606799
45,208.6383069,55.56394832,104.2538644,204.5571595,56.51572989,73.00921218
46,270.0386974,53.97505056,95.54304643,318.6616311,93.2542442,93.36109615
47,201.9713866,64.54450782,148.5091126,235.0244363,108.3416288,127.6071426
48,187.6929211,2.309799707,105.6303417,207.9102878,83.96418957,94.42899796
49,254.3161463,66.28903807,116.9613657,281.7448127,86.1016938,112.7957278
50,270.9028787,16.3237428,78.75345557,272.1800679,27.60939932,99.36808026
51,205.4241307,51.93131308,107.9716735,245.1838936,41.41177945,82.17488505
52,232.343671,31.28914033,108.4827871,249.4724055,70.87281236,106.7150945
53,262.6316089,81.2328742,121.2235092,300.7987782,126.3436019,116.6029312
54,147.6556832,32.78359368,90.47666974,172.777619,34.79945058,89.01404771
55,229.7674897,74.50931874,97.93235944,250.5684151,89.9944999,82.47360176
56,304.7750578,70.90550457,74.93692793,325.9916186,81.18536636,67.96877742
57,377.9167633,95.80950894,64.42048006,387.3524723,99.36304746,55.45900315
58,181.466289,45.2630352,65.07252374,186.0676332,48.39937414,62.00674698
59,174.7115852,28.6975392,84.02779152,210.8776678,72.42800085,79.54420722
60,257.4075937,30.43411138,98.58540351,244.3443146,11.91442569,121.9987511
61,248.662549,46.59535203,92.96174475,205.9832826,34.56071992,134.3167174
62,217.8237327,38.17472757,116.8759918,251.3314977,57.00105942,116.1413705
63,291.0194062,41.70131709,95.5019208,333.9541408,47.2969828,91.16615992
-0.24514290769532354D0
-0.8618962531680143D0
0.4922697650986527D0
2.253531827483751D0
0.3756194076503643D0
1.8287411847773996D0
0.5248211264279823D0
0.9981569574438116D0
3.355617111374265D0
-0.13615692465336887D0
1.604004503919029D0
1.1761419381536729D0
-0.3352539857981289D0
2.0805943340876647D0
1.1340294861865288D0
0.6449379343454315D0
3.13923464023922D0
-0.688922077774089D0
0.7838586861801151D0
1.534956655679298D0
1.3628509701405465D0
1.3682139494071204D0
1.2525560557672228D0
1.7647993551814958D0
3.2217460374318287D0
0.5979415661170211D0
0.7669197701586292D0
1.258095217050228D0
1.1561759199288968D0
1.373688129159772D0
2.4002565444383563D0
0.30383467332253034D0
1.350219413559893D0
2.3956712910007174D0
0.9812161920178541D0
3.518943302519891D0
0.6183625729186059D0
-0.15178192523966566D0
-0.2519967617569D0
-0.6269122194796269D0
0.12945801200446116D0
0.9063006732816823D0
2.570395388367036D0
0.5360682129469201D0
3.1677709292935132D0
-1.4844883598089182D0
2.144549050847236D0
0.8397370480151596D0
0.9987605012786847D0
2.2887675889604484D0
2.5483434316552693D0
2.0667565769129013D0
4.003360487919142D0
2.233340493211056D0
-0.1749140783513976D0
0.524654633275301D0
-1.4448312980589713D0
1.8542597720958074D0
-0.5957842845173146D0
1.3760075330320776D0
-1.447468070468972D0
-1.598873495541553D0
1.2776769700974142D0
2.677303737799486D0
-0.3186263725229559D0
0.7377531348164266D0
0.7612697187158584D0
-0.708845578229996D0
1.176995666542273D0
1.0243923575227172D0
1.5798934177544073D0
0.5889552322749022D0
2.0260136048920625D0
0.40816381550922437D0
1.0742104969515545D0
0.5323965380103D0
1.7565543994537893D0
0.8107018647451147D0
0.4220872015931744D0
1.8149766905442637D0
1.7489258406355748D0
1.3741448423248621D0
2.114541978693161D0
2.030634044399102D0
1.7256593712630255D0
1.161408763130221D0
0.42092894657110236D0
2.0098017141457207D0
-1.0297564532225278D0
1.0861538131916026D0
0.04398435088099173D0
0.6802919620915836D0
-0.2769658456486616D0
1.5234136763353296D0
2.0526598689937217D0
-0.9038184417439658D0
-1.1829914391267082D0
1.1654053088764889D0
0.2000499843969079D0
-0.5698307267372771D0
-0.3378990976422709D0
-2.495136186932971D0
0.3765032564650458D0
-0.577216752537008D0
0.833315100523678D0
0.0752469590447307D0
-0.019303421085640537D0
0.6231555474524152D0
2.06634346075957D0
-0.8243474448065906D0
-0.8799563860029684D0
1.942319093132947D0
0.00668643782551348D0
0.2978011944145796D0
2.2948997608098196D0
-1.1135592652419481D0
2.3058858364954506D0
-0.2361285933848286D0
0.5139588277603772D0
0.1830518295662974D0
1.8556595391205184D0
0.006733516316402996D0
0.7738103311728868D0
0.3665699545008503D0
-0.46468205935603313D0
0.6634507119264681D0
1.0002189847732308D0
0.6652308081470713D0
0.9720918753726173D0
-0.08825017260701101D0
1.7448841935157224D0
-1.345978046896262D0
-0.11102509558300278D0
-0.696815126787908D0
0.7664487072751484D0
1.8841789755884526D0
-0.5766928512265352D0
5.063807214596965D0
3.501122300519715D0
0.7776095523484389D0
2.881768838586764D0
3.046011027470208D0
-0.05485209148977688D0
3.743294993137706D0
0.7438320157954006D0
2.5592307166710357D0
0.5003956278657246D0
0.4976025047137268D0
-0.6799928634958259D0
-0.5733199051429303D0
2.20191219647267D0
0.0975864375723253D0
-0.3864510684675829D0
0.6601180453921808D0
-2.3185107177900415D0
-1.5420201947384018D0
1.0272520733057575D0
0.47903250420292376D0
0.9899732216866983D0
0.010263296219960166D0
0.2105428848310732D0
2.5966480091093005D0
-1.1157532138388395D0
0.43015458525223516D0
2.860829078901858D0
-0.25122192387005027D0
-0.2072069369771088D0
-2.1827935570832264D0
2.7872279299582594D0
-0.09342376774208015D0
0.17078504951270645D0
1.2018185363990948D0
0.15288825350086D0
2.053249865122723D0
1.4611393211693624D0
-1.4685442720982134D0
-0.8963551343432986D0
1.5551253730901506D0
-0.5604346725755318D0
1.6542384254514857D0
0.8561348695740643D0
-1.6305010230830486D0
-1.16088563737459D0
1.2015129350762963D0
-1.7437770087090216D0
4.161607629669959D0
0.45037733067956714D0
5.33290568917965D0
-0.10330909580964552D0
-0.2347410080562582D0
-0.3162632790707498D0
-0.8892363038862459D0
0.8911470028264561D0
1.9491747243607054D0
-0.10351794428517103D0
0.31161602347295225D0
1.1238020564153468D0
2.2176192230482514D0
1.20633713256373D0
-1.2135164095282693D0
1.3168965783467654D0
0.3551926541953425D0
1.2175137911696883D0
0.42917290305509226D0
0.9515563163680053D0
1.0030100800123107D0
0.5436945203183277D0
4.597892013806382D0
-0.08799053755013686D0
0.6020378987473503D0
2.2824354659490202D0
1.9262335024787796D0
4.4545998211365205D0
2.379109910622497D0
0.9197515278237214D0
-1.6063445148975448D0
1.853237405375085D0
-1.2660213366315651D0
1.4818871927573578D0
2.9841777580258046D0
-0.23852985968322965D0
-0.5832979466174288D0
1.1140710120121697D0
